18	0	15	3
1	17	6	12
4	10	1	17
1	13	2	16
13	1	18	2
2	12	5	11
2	10	2	14
0	18	1	19
1	17	0	20
18	0	19	1
1	17	1	19
17	1	20	0
8	6	12	6
1	13	2	16
13	1	17	1
16	0	17	1
0	14	1	17
1	13	4	10
1	13	0	12
14	2	14	0
1	15	1	13
3	13	2	10
13	1	14	2
15	1	14	2
0	16	3	13
15	1	15	1
2	12	1	13
2	16	1	17
2	12	4	14
14	2	17	3
2	16	1	19
15	3	20	0
16	2	19	1
1	17	0	20
4	14	6	14
13	3	14	4
1	15	0	18
0	16	1	17
4	12	7	11
12	4	15	5
4	12	6	12
13	3	10	8
6	8	6	12
14	0	15	3
13	1	13	1
15	3	19	1
14	2	19	1
2	16	2	18
3	15	2	18
15	3	19	1
16	0	19	1
2	14	2	18
9	7	17	3
12	2	19	1
13	3	17	1
4	12	11	7
3	15	6	12
7	11	7	11
1	17	3	15
11	5	13	7
0	14	2	18
0	14	1	19
16	0	18	2
16	2	14	2
9	9	10	8
12	6	18	2
14	4	17	3
10	4	9	9
9	7	10	8
13	1	14	2
1	15	2	16
15	3	18	0
3	15	0	18
18	0	18	2
16	2	19	1
2	16	2	14
2	12	2	14
8	10	4	14
15	3	15	3
8	8	7	11
3	11	5	11
11	3	17	1
16	0	15	3
11	3	15	1
3	15	4	14
6	10	5	11
6	12	5	13
15	1	15	1
12	4	13	3
12	2	16	0
11	5	15	3
11	3	16	4
15	1	17	1
1	13	1	17
2	14	2	18
1	15	1	17
12	2	18	2
14	0	18	2
13	5	12	4
13	5	14	2
2	16	1	17
2	16	6	14
1	17	0	20
6	12	12	6
14	2	17	1
14	2	19	1
16	2	19	1
3	13	5	15
15	3	18	2
0	12	2	14
2	12	2	18
2	10	2	18
1	13	1	15
12	2	14	2
11	3	13	5
12	0	13	3
2	10	2	16
2	14	2	14
13	1	16	2
17	1	18	2
6	12	6	14
5	11	1	19
6	12	10	10
11	5	19	1
14	2	19	1
6	10	8	10
1	17	2	16
17	1	17	1
13	5	19	1
5	11	1	19
11	7	12	8
11	1	14	2
12	0	17	1
13	1	15	3
16	0	14	2
15	1	11	1
12	2	16	4
3	11	8	12
1	9	3	13
13	3	11	7
2	16	1	17
3	13	7	11
6	10	7	7
10	4	16	2
9	5	12	4
11	3	17	1
13	1	15	1
11	3	15	1
11	3	16	0
18	0	17	3
3	15	2	18
3	15	1	19
14	4	17	3
14	4	17	3
17	1	20	0
14	2	17	3
3	13	3	13
1	11	2	14
15	1	14	2
4	10	3	13
18	0	16	4
17	1	19	1
17	1	18	2
11	7	11	9
4	12	1	17
4	12	8	10
15	3	18	2
18	0	19	1
0	18	1	17
17	1	18	2
1	17	2	18
14	4	15	5
14	4	15	5
15	3	16	4
6	10	5	15
16	2	17	3
2	14	2	18
1	15	2	18
4	12	1	11
4	12	8	10
2	16	4	16
3	11	3	15
1	13	3	15
3	5	9	9
5	3	9	9
12	2	12	4
16	2	17	3
4	14	5	15
9	9	18	2
16	2	15	5
2	12	2	16
15	3	15	1
14	4	10	4
17	1	12	4
1	15	4	16
0	18	1	13
2	16	1	15
17	1	16	2
13	5	16	2
14	2	16	0
0	16	2	14
3	15	1	17
10	6	13	7
1	15	0	18
18	0	11	9
2	16	2	18
0	18	4	16
15	3	20	0
13	5	17	3
15	3	20	0
3	15	0	20
2	16	2	18
14	4	18	2
1	17	3	17
1	17	3	17
11	7	13	7
8	10	8	12
10	4	18	2
14	0	14	2
3	11	4	12
0	18	2	16
1	17	2	16
2	12	2	18
15	1	18	2
4	14	5	15
7	11	9	11
4	14	5	15
1	17	2	18
0	18	2	18
8	10	11	9
0	18	2	18
2	16	4	16
17	1	18	2
5	13	7	13
0	18	3	17
0	18	1	19
18	0	15	5
17	1	19	1
4	14	12	8
9	9	16	4
13	5	14	6
14	4	14	6
1	17	3	17
0	18	1	19
18	0	17	1
15	3	9	11
0	18	2	18
15	3	16	4
4	14	5	15
12	6	14	6
6	12	6	14
11	7	12	8
16	2	19	1
9	9	12	8
10	8	8	12
16	2	20	0
11	7	12	8
11	7	12	8
12	6	13	7
2	16	2	18
10	8	12	8
11	7	10	8
1	17	0	20
5	11	6	12
6	10	6	12
5	11	3	15
9	5	3	13
3	15	3	15
8	10	14	4
1	17	2	16
2	16	4	12
17	1	15	3
16	2	15	5
4	14	8	12
18	0	19	1
17	1	17	3
14	4	11	9
1	17	4	16
17	1	17	3
18	0	19	1
0	18	1	19
15	3	15	5
15	3	15	5
18	0	19	1
0	18	6	14
17	1	18	2
3	15	2	18
3	15	6	14
3	15	3	17
2	16	4	16
16	2	20	0
3	15	3	17
7	11	13	7
15	3	18	2
4	14	0	20
2	16	1	19
1	17	0	20
15	1	13	1
1	17	3	11
16	0	13	1
14	2	16	0
0	14	2	14
9	5	18	2
4	12	8	8
14	2	16	0
3	11	0	16
8	10	3	13
16	0	17	1
13	1	17	1
3	13	7	7
3	13	3	11
5	11	9	7
2	12	2	12
0	14	2	12
6	12	4	14
1	15	1	17
15	1	17	1
8	6	12	4
14	0	15	1
15	3	18	0
4	14	3	15
3	15	1	17
0	18	1	15
3	13	1	15
15	3	17	1
1	17	4	14
15	3	15	3
16	2	13	1
12	4	9	5
8	8	9	9
14	2	14	2
1	15	0	18
0	16	1	17
14	2	14	0
14	0	15	1
14	0	15	1
1	15	1	13
2	16	5	11
1	15	2	16
1	17	0	18
14	2	15	1
16	0	15	1
8	8	11	3
15	1	15	3
18	0	15	1
2	12	1	15
0	18	2	16
2	16	4	12
5	13	8	10
1	17	3	13
17	1	13	3
18	0	15	1
15	1	17	1
1	15	2	18
4	12	2	18
3	13	3	15
2	14	6	10
16	0	14	2
3	13	3	15
16	0	16	2
2	16	0	18
13	3	15	1
2	14	0	16
14	4	16	2
3	15	2	16
15	3	17	1
2	16	9	9
17	1	19	1
15	3	17	1
18	0	15	3
14	2	14	2
12	2	14	2
16	0	17	1
2	14	5	13
15	3	18	0
4	14	3	15
2	16	1	17
16	2	13	1
6	10	6	12
15	1	14	2
16	0	12	4
0	18	2	12
1	17	1	15
9	7	13	5
5	11	5	13
10	6	12	6
3	13	3	13
7	7	10	6
9	9	11	5
4	12	4	12
8	8	11	5
9	5	13	3
15	3	18	0
12	6	12	4
10	8	8	8
0	16	2	18
15	3	15	1
18	0	17	1
14	2	19	1
6	10	6	12
17	1	16	0
15	3	16	0
15	1	15	3
9	5	13	5
11	3	13	5
1	13	1	17
1	13	2	14
1	13	0	14
2	16	5	13
3	15	5	13
15	3	17	1
2	16	6	14
1	15	1	17
13	1	14	4
2	14	8	10
2	14	8	10
8	6	12	8
0	14	4	12
2	12	2	12
16	2	15	1
2	12	2	12
1	15	0	16
16	2	18	2
12	6	9	9
13	5	13	5
1	17	4	16
12	6	13	7
2	16	2	18
1	13	3	15
4	10	4	14
12	2	12	2
11	1	14	2
10	2	12	6
16	2	12	2
3	15	4	10
15	3	14	2
0	16	3	15
16	2	18	2
1	17	3	17
1	17	1	19
15	3	13	5
1	15	2	16
3	15	5	15
5	13	7	13
1	15	1	17
5	11	3	15
3	15	3	13
5	13	7	7
4	12	2	18
14	2	20	0
16	2	16	0
14	2	17	3
17	1	20	0
13	1	14	0
1	15	1	15
2	14	0	16
10	6	12	4
15	1	15	1
15	1	18	0
0	16	3	13
12	2	16	0
10	8	16	0
14	4	15	1
2	14	1	17
5	11	3	11
15	1	17	1
14	2	16	0
9	5	15	3
12	0	17	1
14	2	13	5
1	15	2	16
3	11	8	6
9	3	12	4
8	2	18	0
11	3	13	5
2	14	5	15
13	1	15	3
4	14	2	18
8	10	2	18
14	4	18	2
10	8	18	2
2	14	2	18
12	4	18	2
3	15	3	17
15	3	18	2
17	1	17	3
2	16	2	18
2	16	4	16
4	14	2	18
1	15	0	20
16	0	19	1
12	6	16	2
10	8	18	2
3	15	2	16
15	3	18	2
13	5	15	5
15	3	14	6
14	4	14	6
3	15	4	16
14	4	18	2
2	16	0	20
2	16	4	16
4	14	2	18
15	3	18	2
14	4	19	1
8	10	5	15
0	18	1	19
14	4	19	1
1	17	1	19
0	18	2	18
14	4	16	4
4	14	4	16
2	16	1	19
16	2	18	0
16	0	16	2
16	0	16	2
3	15	4	14
1	17	3	17
12	6	15	5
4	14	6	14
6	12	4	16
5	13	7	13
1	17	0	18
12	6	12	4
4	14	5	13
5	13	5	15
10	8	8	10
3	15	2	18
15	3	14	6
0	18	2	18
12	0	16	4
2	14	0	16
2	16	1	19
0	16	1	19
3	11	2	18
17	1	20	0
13	3	15	3
2	16	3	17
1	15	2	16
2	14	2	16
15	1	17	1
10	2	16	4
2	12	4	14
2	16	4	12
2	16	6	12
0	18	2	18
2	16	5	15
15	3	17	3
2	14	2	18
2	16	1	19
14	2	19	1
2	12	2	18
14	4	18	2
2	16	1	17
13	3	18	2
4	12	1	19
3	15	2	18
15	3	15	5
16	2	17	3
1	17	0	20
15	3	14	4
3	15	2	18
3	15	2	18
15	3	15	5
6	12	7	13
12	6	13	7
3	15	6	14
0	18	2	18
6	12	8	12
14	4	16	4
0	18	7	13
9	9	10	10
5	9	6	10
16	0	15	1
14	2	9	5
5	7	5	9
1	13	3	15
1	13	3	15
0	14	3	15
12	2	14	2
1	11	3	13
4	12	4	10
1	17	0	14
9	5	13	5
2	12	1	17
3	15	2	14
7	7	2	14
7	9	2	14
12	4	13	1
7	11	1	9
15	3	15	1
7	11	2	12
16	2	18	0
2	12	1	17
8	4	13	3
1	13	1	19
0	14	2	16
4	14	3	13
13	1	15	1
12	2	17	1
14	0	16	2
1	13	1	17
13	5	7	7
14	4	13	5
0	16	2	16
1	13	4	12
3	13	3	13
6	12	6	8
3	13	5	9
13	1	16	2
15	1	12	2
6	10	4	12
5	11	4	14
14	0	12	6
5	11	2	12
9	9	12	8
3	15	0	20
12	2	18	0
11	1	17	1
0	14	2	16
4	12	6	10
13	3	14	2
9	7	4	10
12	6	9	5
0	16	1	13
13	3	10	4
4	12	5	7
4	12	7	7
9	7	10	6
4	10	5	9
1	13	0	14
10	4	12	2
2	14	2	12
2	14	0	20
15	1	19	1
1	11	1	17
1	15	1	15
15	3	15	3
16	2	19	1
17	1	20	0
14	2	12	4
15	3	13	7
16	2	19	1
14	2	17	1
14	4	16	2
2	16	1	17
12	2	15	1
10	2	16	2
10	2	14	4
15	1	12	2
14	2	17	1
2	14	2	14
14	2	15	1
1	17	1	15
13	3	15	1
8	4	7	11
8	6	9	9
13	3	15	3
13	3	15	3
1	15	2	12
1	13	3	11
0	16	1	13
1	15	1	13
14	2	11	1
12	2	15	1
6	6	9	5
16	0	14	2
0	16	4	14
3	13	3	17
2	14	3	11
2	16	1	17
15	3	19	1
2	16	0	20
1	17	2	18
1	17	6	14
18	0	16	4
2	16	3	17
2	16	2	18
3	15	2	18
15	3	19	1
17	1	18	2
3	15	4	16
1	17	2	18
17	1	18	2
2	16	2	18
1	17	2	18
5	13	6	14
1	17	4	16
6	12	10	10
18	0	17	3
4	14	1	19
4	14	1	19
17	1	15	5
17	1	20	0
0	18	1	19
11	7	13	7
3	15	2	18
17	1	16	2
15	3	18	0
12	4	14	2
16	2	18	0
15	1	15	1
8	6	10	4
1	13	4	16
0	12	2	14
1	15	2	16
2	16	4	16
3	15	4	16
5	13	2	18
14	2	18	2
12	2	15	3
15	1	16	0
3	11	3	13
2	10	3	13
4	8	3	13
8	8	10	4
1	13	4	14
3	15	0	18
2	16	3	17
15	3	18	0
0	18	2	14
2	16	2	18
16	0	18	2
12	4	11	5
4	12	0	18
8	10	8	12
13	1	16	2
3	11	3	13
15	1	14	2
3	11	8	10
13	1	16	2
13	1	15	3
5	11	9	11
2	16	3	15
1	11	3	11
3	11	4	16
11	7	12	6
12	2	18	2
0	16	2	10
0	18	1	11
0	14	1	15
13	1	13	1
2	14	3	9
15	3	12	4
3	11	9	9
0	14	1	13
10	0	15	3
0	10	1	17
2	16	1	19
2	16	1	19
2	16	2	18
9	9	15	5
2	16	0	20
16	2	17	3
1	17	3	17
16	2	19	1
0	18	2	18
11	1	15	3
13	1	18	2
10	2	19	1
16	0	17	3
15	1	19	1
13	1	18	2
14	4	19	1
18	0	19	1
2	14	1	19
15	3	15	1
17	1	18	0
13	1	18	2
2	12	1	19
13	1	15	3
3	11	2	16
1	15	0	20
12	2	16	0
13	1	12	4
1	15	2	14
15	1	14	0
11	5	14	2
10	4	13	1
10	4	14	2
12	2	16	2
13	1	14	4
3	13	5	15
15	1	13	5
15	3	17	1
2	14	0	14
13	1	17	1
16	0	17	1
2	14	2	18
8	8	5	15
11	5	14	2
1	17	0	20
4	12	4	14
16	0	17	1
9	9	11	7
13	5	16	2
15	1	13	3
10	8	9	9
1	15	2	16
4	12	5	15
13	3	14	4
2	14	3	13
13	3	8	8
16	2	17	3
17	1	18	0
15	3	17	1
17	1	14	2
15	1	17	1
12	4	18	2
2	16	0	18
1	17	3	15
10	6	15	5
1	17	1	19
0	16	4	16
3	9	9	9
8	10	3	13
1	17	2	14
0	12	3	17
1	17	6	12
3	13	6	12
15	3	16	2
14	4	12	8
16	0	16	4
11	5	13	5
1	15	2	16
1	15	2	16
14	0	16	4
14	0	15	3
11	3	15	3
2	14	1	19
3	15	1	19
3	9	7	13
4	12	9	11
14	2	18	0
14	2	15	1
1	15	4	12
10	8	12	6
2	16	3	15
13	1	19	1
4	12	3	11
0	16	1	15
15	1	13	5
2	14	5	13
2	14	2	18
3	15	3	17
15	3	16	4
0	18	1	19
0	18	1	19
14	4	15	5
0	18	3	17
0	18	1	19
16	2	18	2
2	16	1	19
10	8	10	8
14	4	16	2
15	3	16	2
4	14	7	11
13	5	18	2
4	12	1	19
0	18	1	19
8	10	12	8
14	4	11	7
8	8	7	11
14	2	16	0
0	16	1	15
15	1	17	1
2	14	1	17
10	4	16	2
12	2	16	2
2	12	3	11
14	0	15	1
3	13	3	15
2	16	1	15
12	0	14	2
2	14	3	13
10	4	12	6
2	12	5	13
12	2	15	1
13	1	17	1
0	14	2	16
0	16	4	14
1	11	1	17
12	6	11	7
6	12	7	11
13	5	14	2
15	3	20	0
0	18	4	16
17	1	20	0
16	2	14	4
16	0	15	3
2	14	0	20
9	7	13	7
3	13	4	16
2	14	1	19
0	18	2	18
16	2	19	1
0	16	2	18
16	2	18	2
12	6	18	2
1	17	1	15
0	14	4	12
14	0	15	3
17	1	17	1
7	7	9	7
1	15	2	14
8	10	7	7
16	0	16	2
2	16	4	12
3	15	3	15
12	4	12	4
2	14	2	18
10	6	10	6
2	10	2	14
9	1	11	5
12	2	20	0
2	12	4	14
13	1	16	2
15	1	15	3
17	1	16	0
2	14	3	13
11	3	16	0
14	2	15	1
11	1	18	0
0	14	3	15
14	0	14	2
0	14	2	14
2	16	2	16
16	0	13	3
13	1	15	1
15	1	16	2
1	13	2	14
0	14	1	17
0	18	2	18
16	2	16	4
14	4	14	6
4	14	6	14
8	10	14	6
3	15	1	19
8	6	14	4
5	13	4	16
14	0	16	2
0	12	2	14
0	14	2	14
0	16	2	16
9	3	16	2
1	15	1	17
13	3	15	3
11	5	13	5
15	1	10	6
11	3	18	2
4	10	4	16
2	14	5	15
0	16	2	16
4	14	4	14
2	16	0	20
1	17	4	16
8	10	12	8
10	8	13	7
16	2	16	0
15	1	16	0
15	1	16	0
16	0	12	4
1	15	0	18
1	17	0	16
8	8	11	5
14	2	15	1
16	0	18	2
16	0	13	7
2	12	1	13
16	0	13	1
3	13	5	11
0	18	2	16
0	16	1	15
13	5	12	6
11	5	11	7
11	1	15	1
2	14	2	14
1	15	1	15
12	6	10	8
5	13	3	15
12	4	14	2
12	4	14	2
12	2	18	0
12	6	11	7
14	4	14	4
5	13	5	15
0	18	2	18
13	5	15	5
0	18	3	15
7	11	7	13
11	5	12	4
14	2	12	2
3	13	1	13
3	13	3	17
1	17	2	16
5	13	4	16
16	2	20	0
15	3	20	0
1	15	2	12
7	11	6	14
8	10	9	9
0	16	4	16
9	7	10	8
0	18	3	17
10	8	10	8
1	17	0	20
5	13	3	17
15	3	13	5
1	17	3	15
15	1	18	0
15	3	16	4
1	17	0	20
13	5	17	3
17	1	20	0
4	14	5	15
9	9	11	9
16	0	15	1
15	3	16	2
13	5	20	0
18	0	19	1
1	17	3	17
6	12	1	19
5	13	7	13
8	10	11	9
3	15	1	19
17	1	14	6
16	2	13	7
16	2	15	5
2	16	2	18
17	1	18	2
15	3	16	4
17	1	20	0
2	16	6	14
7	11	12	8
6	12	5	15
6	12	9	11
3	15	2	18
15	1	14	0
1	15	1	15
15	1	16	0
1	13	2	16
17	1	13	3
7	11	6	12
6	10	11	9
11	7	8	10
7	9	7	11
18	0	16	4
10	8	8	6
6	12	1	15
2	12	3	15
1	17	2	18
5	13	10	10
11	3	17	1
3	13	2	14
12	0	14	2
7	9	3	13
10	8	13	7
11	7	15	5
11	7	15	5
1	17	2	18
9	7	13	1
8	6	13	5
7	5	14	2
2	12	1	17
10	6	7	5
2	12	2	16
1	15	3	17
14	0	16	2
6	10	7	13
8	10	10	10
17	1	17	1
15	3	18	2
3	15	11	9
13	5	18	2
12	4	8	12
6	12	2	18
17	1	18	2
5	13	4	16
5	13	3	17
15	1	13	1
13	3	17	1
10	4	16	2
5	11	3	15
13	3	15	5
14	2	14	0
12	2	15	3
14	2	16	0
6	8	6	12
15	3	11	5
8	10	11	9
4	12	3	13
18	0	19	1
2	16	2	18
1	15	0	20
15	1	20	0
3	13	1	15
16	2	19	1
5	11	7	13
3	13	3	17
14	2	17	3
3	13	6	14
17	1	16	4
9	9	15	5
7	9	15	5
8	10	14	6
10	8	6	14
12	4	16	2
1	11	2	12
12	2	15	1
2	12	2	14
1	13	2	14
6	12	3	17
4	14	2	18
2	14	0	20
1	15	2	18
5	11	13	7
16	2	20	0
13	5	18	2
17	1	18	2
14	4	18	2
13	5	17	1
3	15	0	20
5	13	8	12
12	6	9	9
11	7	13	7
11	7	10	8
16	2	15	3
2	12	3	13
12	2	18	2
9	7	12	6
16	0	17	3
1	13	0	18
15	1	17	1
10	6	11	3
4	10	5	13
16	0	14	2
11	3	14	4
0	14	3	15
9	9	10	10
6	12	8	12
7	11	9	11
15	3	15	3
9	9	8	12
5	9	9	11
4	14	3	15
15	3	15	3
9	9	12	8
3	15	4	14
2	16	1	17
7	11	10	8
15	3	16	2
15	3	13	7
1	17	5	15
3	15	3	17
15	3	15	5
2	12	4	16
13	3	19	1
15	1	20	0
9	7	12	8
2	10	1	19
1	17	1	15
11	3	15	3
8	6	13	7
2	12	7	13
1	11	3	13
7	7	10	10
11	7	13	5
17	1	16	2
3	15	4	16
1	11	2	14
13	1	15	5
16	2	18	2
17	1	17	1
16	2	19	1
14	4	17	3
1	17	0	20
16	0	16	2
14	4	9	7
9	5	8	6
11	1	16	0
5	9	9	7
7	7	1	15
10	4	10	6
10	2	14	2
0	14	1	15
9	9	8	12
11	3	12	6
2	12	2	14
0	12	1	17
9	3	16	4
2	12	1	19
17	1	16	2
2	16	2	16
14	2	15	1
13	3	13	3
4	12	10	6
2	16	0	16
2	16	2	18
16	0	16	2
16	2	19	1
1	17	2	18
13	5	15	5
14	4	20	0
16	0	15	5
17	1	17	3
18	0	16	2
