TR10181|c0_g2_i1	GO:0005737;GO:0005881;GO:0005874;GO:0015630;GO:0005815;GO:0035371;GO:0030496;GO:0048471;GO:0051233;GO:0042802;GO:0008017;GO:0051010;GO:0008022;GO:0019901;GO:0051301;GO:0045737;GO:1903033;GO:0045860;GO:0045893;GO:0008104;GO:0035372;GO:1904825;GO:0031110;GO:0051225
TR10183|c0_g1_i1	GO:0016021;GO:0020037;GO:0004601;GO:0006979
TR10197|c0_g1_i1	GO:0005615;GO:0007155;GO:0030154;GO:0007399
TR101|c0_g1_i1	GO:0016324;GO:0005923;GO:0030425;GO:0012505;GO:0014069;GO:0045211;GO:0035556;GO:0042552
TR10203|c0_g1_i1	GO:0005737;GO:0005634;GO:0016597;GO:0004070;GO:0005524;GO:0004088;GO:0004151;GO:0008270;GO:0006207;GO:0044205;GO:0006541
TR10205|c0_g1_i1	GO:0005737;GO:0005856;GO:0031514;GO:0005524
TR10205|c0_g2_i1	GO:0005737;GO:0005856;GO:0031514;GO:0005524
TR10209|c0_g1_i1	
TR10214|c0_g2_i1	GO:0016607;GO:0005654;GO:0005634;GO:0003723;GO:0031124;GO:0006406;GO:0006397;GO:0000398;GO:0006405;GO:0008380
TR10218|c0_g1_i1	GO:0005604;GO:0031012;GO:0005576;GO:0005615;GO:0005509;GO:0042802;GO:0007161;GO:0003429;GO:0051260;GO:0046626
TR1021|c0_g1_i1	
TR10226|c0_g1_i1	GO:0005813;GO:0043015;GO:0060271;GO:0070507
TR10246|c0_g1_i1	GO:0005615;GO:0016021;GO:0005654;GO:0005886;GO:0046872;GO:0004222;GO:0017124;GO:0007155;GO:0045766
TR10261|c0_g1_i1	GO:0005737;GO:0005829;GO:0005634;GO:0005886;GO:0005524;GO:0005509;GO:0009931;GO:0005516;GO:0004683;GO:0009738;GO:0035556;GO:0018105;GO:0046777
TR1030|c0_g1_i1	GO:0016021;GO:0005509;GO:0004721
TR10334|c0_g2_i1	GO:0035869;GO:0016021;GO:0003279;GO:0021549;GO:0060271;GO:0060976;GO:0042733;GO:0001736;GO:0007507;GO:0001822;GO:1904491;GO:0060021;GO:0003281
TR10361|c0_g1_i1	GO:0032580;GO:0016021;GO:0008417;GO:0006486
TR10365|c0_g1_i1	
TR10383|c0_g1_i1	GO:0071949;GO:0008757
TR10439|c0_g1_i1	GO:0005768;GO:0010008;GO:0043231;GO:0035091;GO:0034713;GO:0060394;GO:0030512;GO:0015031;GO:0032801
TR10439|c0_g2_i1	GO:0005768;GO:0010008;GO:0043231;GO:0035091;GO:0034713;GO:0060394;GO:0030512;GO:0015031;GO:0032801
TR10441|c0_g1_i1	GO:0005829;GO:0005844;GO:0019901;GO:0019887;GO:0043022;GO:0034198;GO:1990253;GO:0033674;GO:0036003;GO:0006417
TR10441|c0_g2_i1	GO:0005829;GO:0005844;GO:0019901;GO:0019887;GO:0043022;GO:0034198;GO:1990253;GO:0033674;GO:0036003;GO:0006417
TR10450|c0_g1_i1	
TR10455|c0_g1_i1	GO:0000139;GO:0005795;GO:0016021;GO:0008455;GO:0030246;GO:0030145;GO:0042803;GO:0009312;GO:0006487;GO:0018279
TR10458|c0_g1_i1	
TR10458|c0_g2_i1	
TR10468|c0_g1_i1	GO:0030424;GO:0005737;GO:0030425;GO:0016020;GO:0043005;GO:0005730;GO:0005634;GO:0014069;GO:0098793;GO:0032991;GO:0005096;GO:0008017;GO:0031210;GO:0008429;GO:0045545;GO:0030036;GO:0030325;GO:0021764;GO:0048844;GO:0007420;GO:0048593;GO:0007154;GO:0034605;GO:0021987;GO:0050890;GO:0030199;GO:0030198;GO:0008625;GO:0021897;GO:0048853;GO:0061534;GO:0061535;GO:0048820;GO:0007507;GO:0001889;GO:0000165;GO:0001656;GO:0022011;GO:0016525;GO:0048712;GO:0030336;GO:0008285;GO:0001953;GO:0001937;GO:0048147;GO:0043407;GO:0043409;GO:0007406;GO:0046929;GO:0048715;GO:0045671;GO:0042308;GO:0006469;GO:0035021;GO:0046580;GO:0021915;GO:0098597;GO:0001649;GO:0007422;GO:0014065;GO:0043473;GO:0045762;GO:0043065;GO:0001938;GO:2001241;GO:1902043;GO:0043547;GO:0043525;GO:0010976;GO:0007265;GO:0045765;GO:0043535;GO:0045124;GO:0042127;GO:0001952;GO:0010468;GO:0045685;GO:0043087;GO:0048169;GO:1900271;GO:0043408;GO:0045664;GO:0032228;GO:0001666;GO:0014044;GO:0007519;GO:0048745;GO:0021510;GO:0048485;GO:0008542;GO:0042060
TR10468|c0_g2_i1	GO:0030424;GO:0005737;GO:0030425;GO:0016020;GO:0043005;GO:0005730;GO:0005634;GO:0014069;GO:0098793;GO:0032991;GO:0005096;GO:0008017;GO:0031210;GO:0008429;GO:0045545;GO:0030036;GO:0030325;GO:0021764;GO:0048844;GO:0007420;GO:0048593;GO:0007154;GO:0034605;GO:0021987;GO:0050890;GO:0030199;GO:0030198;GO:0008625;GO:0021897;GO:0048853;GO:0061534;GO:0061535;GO:0048820;GO:0007507;GO:0001889;GO:0000165;GO:0001656;GO:0022011;GO:0016525;GO:0048712;GO:0030336;GO:0008285;GO:0001953;GO:0001937;GO:0048147;GO:0043407;GO:0043409;GO:0007406;GO:0046929;GO:0048715;GO:0045671;GO:0042308;GO:0006469;GO:0035021;GO:0046580;GO:0021915;GO:0098597;GO:0001649;GO:0007422;GO:0014065;GO:0043473;GO:0045762;GO:0043065;GO:0001938;GO:2001241;GO:1902043;GO:0043547;GO:0043525;GO:0010976;GO:0007265;GO:0045765;GO:0043535;GO:0045124;GO:0042127;GO:0001952;GO:0010468;GO:0045685;GO:0043087;GO:0048169;GO:1900271;GO:0043408;GO:0045664;GO:0032228;GO:0001666;GO:0014044;GO:0007519;GO:0048745;GO:0021510;GO:0048485;GO:0008542;GO:0042060
TR10482|c0_g1_i1	GO:0005829;GO:0005524;GO:0004825;GO:0000049;GO:0006431
TR10482|c0_g2_i1	GO:0005829;GO:0005524;GO:0004825;GO:0000049;GO:0006431
TR10487|c0_g1_i1	GO:0005737;GO:0046872;GO:0000224;GO:0006516
TR10495|c0_g1_i1	GO:0008270;GO:0042981
TR10496|c0_g1_i1	GO:0003676;GO:0008270;GO:0015074
TR10498|c0_g3_i1	
TR10499|c0_g1_i1	GO:0031011;GO:0071339;GO:0035267;GO:0097255;GO:0000812;GO:0005524;GO:0043141;GO:0006310;GO:0006281
TR104|c0_g1_i1	GO:0003676;GO:0015074
TR10509|c0_g1_i1	GO:0016021;GO:0031966;GO:0005739;GO:0005886;GO:0048306;GO:0017128;GO:0017124;GO:0006915;GO:0071222;GO:0042632;GO:0042593;GO:0017121
TR10512|c0_g2_i1	GO:0005623;GO:0016874;GO:0046872;GO:0046907
TR10514|c0_g1_i1	GO:0071889;GO:0005096;GO:0042803
TR10514|c0_g1_i2	GO:0005623;GO:0071889;GO:0005096;GO:0042803;GO:0017137;GO:0090630;GO:0006886
TR10515|c0_g1_i1	
TR10517|c0_g1_i2	GO:0005829;GO:0005886;GO:0005524;GO:0005078;GO:0046872;GO:0031434;GO:0004674;GO:0019722;GO:0120162;GO:0043410;GO:0007265
TR10518|c0_g1_i1	GO:0020037;GO:0005506;GO:0004497;GO:0016705
TR10521|c0_g1_i1	GO:0030286;GO:0036156;GO:0005874;GO:0005524;GO:0008569;GO:0005509;GO:0045505;GO:0045503;GO:0051959;GO:0003341;GO:0036159;GO:0007018
TR10521|c0_g2_i1	GO:0030286;GO:0036156;GO:0005874;GO:0005524;GO:0008569;GO:0045505;GO:0045503;GO:0051959;GO:0003341;GO:0007018
TR10522|c1_g1_i1	GO:0005829;GO:0070062;GO:0050662;GO:0009055;GO:0042356;GO:0050577;GO:0047918;GO:0042802;GO:0016853;GO:0042351;GO:0019673;GO:0007159;GO:0001913
TR10523|c0_g1_i1	GO:0003824
TR10527|c0_g1_i1	
TR10530|c0_g1_i1	GO:0005829;GO:0005576;GO:0016020;GO:0042803
TR10533|c0_g1_i1	
TR10535|c0_g1_i1	GO:0005856;GO:0019897;GO:0045121;GO:0005743;GO:0005758;GO:1901612;GO:0051020;GO:0005102;GO:0035710;GO:0006874;GO:0032623;GO:0010876;GO:0042776;GO:0006851;GO:0034982;GO:0007005;GO:1900210;GO:0090297;GO:0010918;GO:0051259;GO:1990046;GO:0050852
TR10541|c0_g1_i1	GO:0005829;GO:0005739;GO:0048037;GO:0004550;GO:0000166;GO:0004775;GO:0004776;GO:0009142;GO:0006105;GO:0006104;GO:0006099
TR10551|c0_g1_i1	
TR10551|c0_g3_i1	
TR10552|c0_g2_i1	GO:0005829;GO:0005777;GO:0051537;GO:0009055;GO:0071949;GO:0050660;GO:0070674;GO:0005506;GO:0030151;GO:0043546;GO:0004854;GO:0004855;GO:0034418;GO:0009115
TR10557|c0_g1_i1	GO:0004061;GO:0016812;GO:0030145;GO:0019441
TR10557|c0_g2_i1	GO:0004061;GO:0016812;GO:0030145;GO:0019441
TR10560|c0_g1_i1	GO:0000932;GO:0003723;GO:0006417
TR10560|c0_g2_i1	GO:0000932;GO:0003723;GO:0006417
TR10566|c0_g1_i1	GO:0016021;GO:0005765;GO:0022857;GO:0006865;GO:0010923
TR10586|c0_g1_i1	GO:0016021;GO:0007155
TR10587|c0_g1_i1	GO:0005737;GO:0005615;GO:0051216;GO:0030154;GO:0001503
TR1059|c0_g1_i1	GO:0016021;GO:0004190;GO:0016491
TR105|c0_g1_i1	
TR10624|c0_g1_i1	
TR10625|c0_g2_i1	GO:0016021;GO:0005507;GO:0016491;GO:0006825
TR10636|c0_g1_i1	GO:0003676
TR10650|c0_g1_i1	GO:0009507;GO:0009941;GO:0005768;GO:0005576;GO:0005794;GO:0005740;GO:0005739;GO:0005802;GO:0003993;GO:0046872;GO:0030943;GO:0045040;GO:0006626;GO:0006109
TR10653|c0_g1_i1	GO:0005737;GO:0030286;GO:0005874;GO:0031514;GO:0005524;GO:0003777;GO:0060294;GO:0036158
TR10655|c0_g1_i1	
TR10675|c0_g1_i1	
TR10675|c0_g2_i1	
TR10683|c0_g1_i1	GO:0044753;GO:0044754;GO:0030424;GO:0099400;GO:0030054;GO:0005737;GO:0032473;GO:0031410;GO:0005829;GO:0030425;GO:0032839;GO:0005783;GO:0070971;GO:0005768;GO:0070062;GO:0005615;GO:0098978;GO:0005794;GO:0005798;GO:0030426;GO:0016234;GO:0043231;GO:0005764;GO:0045121;GO:0005902;GO:0005743;GO:0005759;GO:0031966;GO:0005741;GO:0005739;GO:0097487;GO:0043005;GO:0043025;GO:0005634;GO:0043204;GO:0005886;GO:0098794;GO:0099523;GO:1990904;GO:0030672;GO:0043195;GO:0005802;GO:1990909;GO:0003779;GO:0005524;GO:1904713;GO:0030276;GO:0039706;GO:0005525;GO:0034211;GO:0005096;GO:0003924;GO:0042802;GO:0044325;GO:0016301;GO:0000287;GO:0004708;GO:0008017;GO:0036479;GO:0042803;GO:0051018;GO:0004672;GO:0004674;GO:0030159;GO:0017048;GO:0000149;GO:0017075;GO:0015631;GO:0000187;GO:0000186;GO:0006914;GO:0019722;GO:0060070;GO:0034613;GO:1903351;GO:0071287;GO:0034599;GO:0009267;GO:0008340;GO:0006897;GO:0007029;GO:0060079;GO:0035640;GO:0007030;GO:0046039;GO:0048312;GO:0035556;GO:0035641;GO:0007040;GO:0000165;GO:0051646;GO:0007005;GO:1902902;GO:1902236;GO:0090394;GO:0034260;GO:1903206;GO:1902823;GO:0016242;GO:1901215;GO:0010977;GO:0032091;GO:0001933;GO:0010955;GO:1903217;GO:1903215;GO:1903125;GO:0007528;GO:0070997;GO:0140058;GO:0048812;GO:0021772;GO:0018105;GO:0018107;GO:0016310;GO:0010508;GO:0090263;GO:0060161;GO:1901727;GO:0043406;GO:1903980;GO:0051770;GO:0043068;GO:0032436;GO:1902499;GO:0032092;GO:0001934;GO:0031398;GO:1900244;GO:1904469;GO:0046777;GO:0070973;GO:0070585;GO:0006468;GO:0072593;GO:0010506;GO:2000172;GO:1905289;GO:0060828;GO:0061001;GO:0060159;GO:0060628;GO:0035564;GO:0040012;GO:0035751;GO:0042391;GO:0051900;GO:0090140;GO:1902692;GO:1901214;GO:0014041;GO:0010738;GO:0031647;GO:1905279;GO:0051966;GO:2000300;GO:1902803;GO:0006979;GO:0007283;GO:0021756;GO:0022028;GO:1904887
TR10686|c0_g1_i1	GO:0005623;GO:0046872;GO:0017137;GO:0032456
TR10697|c0_g1_i1	
TR1069|c0_g1_i1	GO:0009986;GO:0005576;GO:0005102;GO:0048856
TR1070|c0_g1_i1	GO:0005737;GO:0005874;GO:0015630;GO:0008017
TR10713|c0_g1_i1	GO:0005524;GO:0004707
TR10715|c0_g1_i1	GO:0016021;GO:0016787
TR10715|c0_g2_i1	GO:0016021;GO:0016787
TR10723|c0_g1_i1	GO:0005576;GO:0004771;GO:0016042
TR10735|c0_g2_i1	GO:0005634;GO:0003677;GO:0003723;GO:0006397;GO:0008380
TR10742|c0_g1_i1	
TR10742|c0_g2_i1	
TR10743|c0_g1_i1	GO:0005874;GO:0005524;GO:0008017;GO:0003777;GO:0007018
TR10746|c0_g1_i1	GO:0016021;GO:0005743;GO:0070469;GO:0055114
TR10748|c0_g1_i1	GO:0016021
TR10749|c0_g1_i1	GO:0005524;GO:0003678;GO:0015074;GO:0006310;GO:0006281;GO:0000723
TR10755|c0_g2_i1	GO:0030054;GO:0032154;GO:0005737;GO:0071437;GO:0036449;GO:0030496;GO:0002102;GO:0051015;GO:0007010;GO:0032467
TR10757|c0_g1_i1	GO:0032579;GO:0031410;GO:0005615;GO:0005509
TR10759|c0_g1_i2	GO:0016021;GO:0008289;GO:0016747;GO:0006869;GO:0007275
TR10760|c2_g1_i1	GO:0030054;GO:0032154;GO:0005737;GO:0071437;GO:0036449;GO:0030496;GO:0002102;GO:0051015;GO:0007010;GO:0032467
TR10761|c0_g1_i1	GO:0016021
TR10764|c0_g1_i1	GO:0005788;GO:0005509;GO:0030246;GO:0051082;GO:0006457
TR10764|c0_g2_i1	GO:0005788;GO:0005509;GO:0030246;GO:0051082;GO:0006457
TR10766|c2_g1_i1	GO:0005901;GO:0009986;GO:0031410;GO:0005769;GO:0005783;GO:0016021;GO:0016020;GO:0043025;GO:0005886;GO:0045202;GO:1990909;GO:1990851;GO:0034185;GO:0071936;GO:0005109;GO:0042802;GO:0019210;GO:0005041;GO:0042803;GO:0005102;GO:0019534;GO:0042813;GO:0017147;GO:0009952;GO:0003401;GO:0090245;GO:0060349;GO:0046849;GO:0060444;GO:0060070;GO:0061310;GO:0061324;GO:0042074;GO:0098609;GO:0071397;GO:0021587;GO:0021795;GO:0021987;GO:0007268;GO:0060026;GO:0071542;GO:0009950;GO:0048596;GO:0042733;GO:0035115;GO:0035116;GO:0030326;GO:0009880;GO:0060059;GO:0035261;GO:0060325;GO:0030900;GO:0021872;GO:0021861;GO:0021943;GO:0001702;GO:0048699;GO:0001947;GO:0035108;GO:0060603;GO:0060596;GO:0030901;GO:0030917;GO:0050680;GO:0045599;GO:2000051;GO:2000151;GO:2000162;GO:2000168;GO:2000164;GO:2000166;GO:2000149;GO:0006469;GO:0001933;GO:0071901;GO:0034392;GO:0014033;GO:0014029;GO:0001843;GO:0021915;GO:0042475;GO:0003344;GO:0043065;GO:0045780;GO:0045787;GO:0007204;GO:0051091;GO:0002053;GO:0010976;GO:0045778;GO:0045944;GO:0045893;GO:0036342;GO:0090009;GO:0072659;GO:0090118;GO:0060284;GO:0042127;GO:0006355;GO:0051593;GO:0060042;GO:0060021;GO:0048705;GO:0001756;GO:0021794;GO:0060535;GO:0016055;GO:0021874;GO:0090244
TR10768|c0_g1_i1	GO:0005737;GO:0045202;GO:0008270
TR10772|c0_g1_i1	GO:0005737;GO:0005881;GO:0005829;GO:0070062;GO:0090498;GO:0005794;GO:0005797;GO:0000138;GO:0016020;GO:0006886;GO:0031001
TR10773|c0_g1_i1	
TR10773|c1_g1_i1	
TR10779|c0_g2_i1	GO:0016021;GO:0005886;GO:0004930;GO:0042813;GO:0007275
TR10779|c0_g3_i1	GO:0016021;GO:0005886;GO:0004930;GO:0042813;GO:0007275
TR10780|c0_g1_i1	
TR10785|c0_g1_i1	GO:0005929;GO:0005737;GO:0030286;GO:0005874;GO:0005524;GO:0008569;GO:0045505;GO:0045503;GO:0051959;GO:0007018
TR10786|c1_g1_i1	
TR10787|c0_g2_i1	GO:0016324;GO:0009925;GO:0005903;GO:0005737;GO:0005887;GO:0043229;GO:0005886;GO:0033300;GO:0008520;GO:0015229;GO:0015081;GO:0070890;GO:0005215;GO:0007420;GO:0070837;GO:0015882;GO:0030324;GO:0009636;GO:0006814;GO:0070904
TR10788|c0_g1_i1	
TR10788|c0_g2_i1	
TR10795|c0_g1_i1	GO:0005737;GO:0005829;GO:0005794;GO:0016020;GO:0005086;GO:0004842;GO:0021702;GO:0010507;GO:0050885;GO:0031175
TR10796|c0_g1_i1	GO:0005576;GO:0008061;GO:0004867;GO:0006030
TR10796|c0_g2_i1	GO:0005576;GO:0008061;GO:0004867;GO:0006030
TR10798|c0_g1_i1	GO:0005737;GO:0046872;GO:0004620;GO:0016042
TR10802|c0_g2_i1	GO:0036064;GO:0035253;GO:0005737;GO:0005886;GO:0019003;GO:0005525;GO:0003924
TR10804|c0_g1_i1	GO:0016021;GO:0004181;GO:0004185;GO:0008270;GO:0006508
TR10804|c0_g2_i1	GO:0016021;GO:0004181;GO:0004185;GO:0008270;GO:0006508
TR10807|c0_g2_i1	
TR10808|c0_g1_i1	GO:0009986;GO:0016021
TR10812|c0_g1_i1	GO:0005856
TR10813|c0_g1_i1	GO:0005813;GO:0097542;GO:0005929;GO:0031410;GO:0030992;GO:0031514;GO:0005634;GO:0048487;GO:0003682;GO:0060271;GO:0007368;GO:0007507;GO:0035735;GO:0003334;GO:0050680;GO:1905515;GO:0007219;GO:0033630;GO:0045944
TR10814|c0_g1_i1	
TR10815|c0_g2_i1	GO:0030424;GO:0016021;GO:0005887;GO:0043235;GO:0005524;GO:0004713;GO:0004714;GO:0017147;GO:0048856;GO:0007417;GO:0006468;GO:0007169
TR10815|c0_g3_i1	
TR10818|c0_g2_i1	GO:0016324;GO:0009925;GO:0031252;GO:0009986;GO:0043034;GO:0030425;GO:0005925;GO:0005887;GO:0008305;GO:0016328;GO:0005927;GO:0005886;GO:0045211;GO:0042734;GO:0005178;GO:0046982;GO:0007015;GO:0007475;GO:0007411;GO:0007298;GO:0016339;GO:0016340;GO:0033627;GO:0016477;GO:0007160;GO:0031589;GO:0007417;GO:0021551;GO:0008340;GO:0007391;GO:0035001;GO:0007629;GO:0007377;GO:0030718;GO:0035099;GO:0007157;GO:0048803;GO:0007229;GO:0007508;GO:0035160;GO:0007494;GO:0016203;GO:0007517;GO:0030336;GO:0003344;GO:0090129;GO:0008360;GO:0051492;GO:0007431;GO:0045214;GO:0007608;GO:0034446;GO:0006930;GO:0007419;GO:0007601
TR10822|c0_g1_i1	GO:0005737;GO:0003723;GO:0045087
TR10827|c0_g1_i1	GO:0042981
TR10831|c0_g1_i1	GO:0005783;GO:0000324;GO:0005739;GO:0032991;GO:0004190;GO:0097718;GO:0070492;GO:0008233;GO:0006914;GO:0009267;GO:0016237;GO:0016236;GO:0030163;GO:0032258;GO:0006508;GO:0051603;GO:0006624
TR10837|c0_g1_i1	GO:0003995;GO:0050660
TR10843|c0_g1_i1	GO:0009986;GO:0005576;GO:0030248;GO:0005975
TR10845|c0_g1_i1	
TR10853|c0_g1_i1	GO:0005737;GO:0005829;GO:0005654;GO:0035198;GO:0003723;GO:0050265;GO:0070569;GO:0008270;GO:0010586;GO:0010526;GO:0000289;GO:0001556;GO:1990074;GO:0031054;GO:0071076;GO:0031123
TR10868|c0_g1_i1	GO:0005829;GO:0003937;GO:0004643;GO:0006189;GO:0006164
TR10873|c0_g1_i1	GO:0005813;GO:0005737;GO:0005829;GO:0070695;GO:0005874;GO:0051959;GO:0008017;GO:0031122;GO:0030705;GO:0045022;GO:0007032;GO:0008333;GO:0007040;GO:0015031
TR10873|c0_g2_i1	GO:0005813;GO:0005737;GO:0005829;GO:0070695;GO:0005874;GO:0051959;GO:0008017;GO:0031122;GO:0030705;GO:0045022;GO:0007032;GO:0008333;GO:0007040;GO:0015031
TR10904|c0_g1_i1	GO:0016853;GO:0016874;GO:0031177;GO:0017000
TR10914|c0_g1_i1	GO:0005634;GO:0046872;GO:0003676;GO:0046983;GO:0006355
TR10914|c0_g2_i1	GO:0005634;GO:0046872;GO:0003676;GO:0046983;GO:0006355
TR10918|c0_g1_i1	
TR10918|c0_g2_i1	
TR10937|c0_g1_i1	GO:0005814;GO:0036064;GO:0005929;GO:0005874;GO:0031514;GO:0005634;GO:0060271;GO:2000147;GO:2000253;GO:0018095;GO:0060296
TR10945|c0_g1_i1	GO:0005814;GO:0005737;GO:0005634;GO:0005524;GO:0008289;GO:0008017;GO:0003777;GO:0007018;GO:0051225
TR10953|c0_g1_i1	GO:0016282;GO:0033290;GO:0005852;GO:0098808;GO:0003743;GO:0002191;GO:0001732;GO:0006413
TR10954|c0_g1_i1	
TR10954|c0_g2_i1	
TR10955|c0_g2_i1	GO:0005737;GO:0030659;GO:0030425;GO:0005789;GO:0098982;GO:0030176;GO:0031301;GO:0043231;GO:0045121;GO:0043025;GO:0005635;GO:0048471;GO:0005886;GO:0098794;GO:0014069;GO:0098793;GO:0032991;GO:0016529;GO:0030667;GO:0030868;GO:0097060;GO:0030658;GO:0005509;GO:0015278;GO:0042802;GO:0070679;GO:0005220;GO:0035091;GO:0008022;GO:0019903;GO:0044877;GO:0071320;GO:0071456;GO:0016358;GO:0070059;GO:0097421;GO:1901215;GO:0043065;GO:0051928;GO:0007204;GO:2000347;GO:0010976;GO:0051289;GO:0051209
TR10961|c0_g1_i1	GO:0005737;GO:0005783;GO:0005615;GO:0005794;GO:0005764;GO:0004180;GO:0046872;GO:0070573;GO:0042803;GO:0043171;GO:0006508;GO:0006590;GO:0042246
TR10962|c0_g1_i1	GO:0005929;GO:0005737;GO:0005856;GO:0030991;GO:0048593;GO:0060271;GO:0010172;GO:0007507;GO:0035721;GO:0032402;GO:0045879;GO:0036372;GO:0045494;GO:0008594;GO:0061512;GO:0008589;GO:0072001
TR10962|c0_g1_i2	GO:0005929;GO:0005737;GO:0005856;GO:0030991;GO:0048593;GO:0060271;GO:0010172;GO:0007507;GO:0035721;GO:0032402;GO:0045879;GO:0036372;GO:0045494;GO:0008594;GO:0061512;GO:0008589;GO:0072001
TR10981|c0_g2_i1	GO:0005604;GO:0005938;GO:0005913;GO:0032154;GO:0062023;GO:0070062;GO:0005509;GO:0050839;GO:0005201;GO:0042803;GO:0038023;GO:0007049;GO:0051301;GO:0007157;GO:0007156;GO:0009617;GO:0007601
TR10982|c0_g1_i1	GO:0003677;GO:0015074;GO:0006310
TR10991|c0_g2_i1	GO:0005901;GO:0005856;GO:0005829;GO:0031234;GO:0005925;GO:0005794;GO:0005764;GO:0005634;GO:0030133;GO:0005524;GO:0004715;GO:0004713;GO:0006887;GO:0006954;GO:0045087;GO:0018108;GO:0006909;GO:2000251;GO:0008284;GO:0046777;GO:0008360;GO:0050764;GO:0071801
TR10992|c0_g1_i1	GO:0003676
TR10992|c0_g2_i1	GO:0003676
TR11005|c0_g1_i1	GO:0005768;GO:0030897;GO:0031902;GO:0005765;GO:0046872;GO:0030674;GO:0045176;GO:0015721;GO:0007032;GO:0008333;GO:0043485;GO:0048069;GO:0006886;GO:0007040;GO:0060036;GO:0007634;GO:0048757;GO:0035542;GO:0007033;GO:0006904
TR11012|c0_g1_i1	GO:0030686;GO:0032040;GO:0034455;GO:0000462;GO:0043066;GO:0045943;GO:0043487
TR11018|c0_g1_i1	GO:0005524;GO:0004709;GO:0007292;GO:0007147;GO:0045930
TR1101|c0_g1_i1	GO:0016021;GO:0020037;GO:0046872;GO:0003676;GO:0004523
TR11046|c0_g1_i1	
TR11051|c0_g1_i1	GO:0000145;GO:0016020;GO:0006887;GO:0006893;GO:0015031;GO:0006904
TR11051|c0_g2_i1	GO:0000145;GO:0016020;GO:0006887;GO:0006893;GO:0015031;GO:0006904
TR1106|c0_g1_i1	GO:0016020;GO:0031072;GO:0046872;GO:0051082;GO:0006457
TR1110|c0_g1_i1	GO:0016021;GO:0005509;GO:0007156
TR1113|c0_g1_i1	GO:0016021;GO:0006491
TR11147|c0_g1_i1	GO:0016021;GO:0030868;GO:0005496
TR11148|c0_g1_i1	GO:0005576;GO:0016021;GO:0005524;GO:0020037;GO:0051536;GO:0016491;GO:0030414;GO:0004672
TR1118|c0_g1_i1	
TR1122|c0_g1_i1	
TR11240|c0_g1_i1	GO:0016874;GO:0046872;GO:0004842
TR11322|c0_g1_i1	
TR11340|c0_g1_i1	
TR11344|c0_g1_i1	GO:0042981
TR11363|c0_g1_i1	
TR11370|c0_g1_i1	GO:0051298;GO:0090222;GO:0071539
TR11370|c0_g2_i1	GO:0051298;GO:0090222;GO:0071539
TR11373|c0_g1_i1	GO:0016021
TR11377|c0_g1_i1	GO:0016021
TR11398|c0_g1_i1	
